day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;437500;STARFRUIT;4985;26;;;;;4992;26;;;;;4988.5;0.0
-2;437500;AMETHYSTS;10002;7;9995.0;26.0;;;10005;26;;;;;10003.5;0.0
-2;437600;STARFRUIT;4986;5;4985.0;27.0;;;4992;27;;;;;4989.0;0.0
-2;437600;AMETHYSTS;9996;1;9995.0;26.0;;;10004;1;10005.0;26.0;;;10000.0;0.0
-2;437700;STARFRUIT;4988;6;4985.0;29.0;;;4992;29;;;;;4990.0;0.0
-2;437700;AMETHYSTS;10000;6;9995.0;29.0;;;10005;29;;;;;10002.5;0.0
-2;437800;AMETHYSTS;9996;1;9995.0;21.0;;;9998;1;10004.0;1.0;10005.0;21.0;9997.0;0.0
-2;437800;STARFRUIT;4986;1;4985.0;21.0;;;4992;22;;;;;4989.0;0.0
-2;437900;STARFRUIT;4986;6;4985.0;30.0;;;4992;30;;;;;4989.0;0.0
-2;437900;AMETHYSTS;9996;1;9995.0;29.0;;;10004;1;10005.0;29.0;;;10000.0;0.0
-2;438000;STARFRUIT;4985;32;;;;;4990;5;4992.0;32.0;;;4987.5;0.0
-2;438000;AMETHYSTS;9996;2;9995.0;30.0;;;10004;2;10005.0;30.0;;;10000.0;0.0
-2;438100;STARFRUIT;4986;1;4985.0;24.0;;;4992;24;;;;;4989.0;0.0
-2;438100;AMETHYSTS;9996;2;9995.0;22.0;;;10004;2;10005.0;22.0;;;10000.0;0.0
-2;438200;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-2;438200;STARFRUIT;4985;22;;;;;4992;22;;;;;4988.5;0.0
-2;438300;STARFRUIT;4990;9;4985.0;32.0;;;4991;2;4992.0;30.0;;;4990.5;0.0
-2;438300;AMETHYSTS;9996;2;9995.0;30.0;;;10004;2;10005.0;30.0;;;10000.0;0.0
-2;438400;STARFRUIT;4985;1;4984.0;30.0;;;4991;31;;;;;4988.0;0.0
-2;438400;AMETHYSTS;9996;1;9995.0;30.0;;;10004;1;10005.0;30.0;;;10000.0;0.0
-2;438500;STARFRUIT;4985;3;4984.0;24.0;;;4990;1;4991.0;23.0;;;4987.5;0.0
-2;438500;AMETHYSTS;9996;1;9995.0;23.0;;;10004;1;10005.0;23.0;;;10000.0;0.0
-2;438600;AMETHYSTS;9998;3;9995.0;25.0;;;10005;25;;;;;10001.5;0.0
-2;438600;STARFRUIT;4984;25;;;;;4989;2;4991.0;25.0;;;4986.5;0.0
-2;438700;STARFRUIT;4984;25;;;;;4989;2;4991.0;25.0;;;4986.5;0.0
-2;438700;AMETHYSTS;9996;1;9995.0;24.0;;;10004;1;10005.0;24.0;;;10000.0;0.0
-2;438800;STARFRUIT;4984;23;;;;;4991;23;;;;;4987.5;0.0
-2;438800;AMETHYSTS;9995;23;;;;;10002;7;10005.0;23.0;;;9998.5;0.0
-2;438900;STARFRUIT;4988;8;4983.0;31.0;;;4990;31;;;;;4989.0;0.0
-2;438900;AMETHYSTS;9996;2;9995.0;29.0;;;10002;4;10004.0;2.0;10005.0;29.0;9999.0;0.0
-2;439000;AMETHYSTS;9996;2;9995.0;21.0;;;10004;2;10005.0;21.0;;;10000.0;0.0
-2;439000;STARFRUIT;4984;23;;;;;4991;23;;;;;4987.5;0.0
-2;439100;STARFRUIT;4984;23;;;;;4991;23;;;;;4987.5;0.0
-2;439100;AMETHYSTS;9996;2;9995.0;21.0;;;10004;2;10005.0;21.0;;;10000.0;0.0
-2;439200;STARFRUIT;4985;1;4984.0;22.0;;;4986;4;4989.0;8.0;4991.0;23.0;4985.5;0.0
-2;439200;AMETHYSTS;9998;5;9996.0;1.0;9995.0;22.0;10004;1;10005.0;22.0;;;10001.0;0.0
-2;439300;STARFRUIT;4989;9;4984.0;28.0;;;4991;28;;;;;4990.0;0.0
-2;439300;AMETHYSTS;9996;1;9995.0;27.0;;;10002;2;10004.0;1.0;10005.0;27.0;9999.0;0.0
-2;439400;AMETHYSTS;9996;2;9995.0;21.0;;;10004;2;10005.0;21.0;;;10000.0;0.0
-2;439400;STARFRUIT;4984;23;;;;;4985;1;4991.0;23.0;;;4984.5;0.0
-2;439500;STARFRUIT;4984;23;;;;;4991;23;;;;;4987.5;0.0
-2;439500;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-2;439600;STARFRUIT;4986;1;4985.0;21.0;;;4991;1;4992.0;20.0;;;4988.5;0.0
-2;439600;AMETHYSTS;9996;1;9995.0;20.0;;;10002;9;10004.0;1.0;10005.0;20.0;9999.0;0.0
-2;439700;STARFRUIT;4984;26;;;;;4989;1;4991.0;26.0;;;4986.5;0.0
-2;439700;AMETHYSTS;10002;1;9995.0;26.0;;;10005;26;;;;;10003.5;0.0
-2;439800;AMETHYSTS;9996;1;9995.0;28.0;;;9998;1;10004.0;1.0;10005.0;28.0;9997.0;0.0
-2;439800;STARFRUIT;4985;1;4984.0;28.0;;;4991;29;;;;;4988.0;0.0
-2;439900;STARFRUIT;4985;29;;;;;4991;2;4992.0;27.0;;;4988.0;0.0
-2;439900;AMETHYSTS;10002;2;9996.0;2.0;9995.0;27.0;10004;2;10005.0;27.0;;;10003.0;0.0
-2;440000;STARFRUIT;4985;2;4984.0;27.0;;;4991;29;;;;;4988.0;0.0
-2;440000;AMETHYSTS;9996;2;9995.0;27.0;;;10004;2;10005.0;27.0;;;10000.0;0.0
-2;440100;STARFRUIT;4989;1;4984.0;31.0;;;4991;31;;;;;4990.0;0.0
-2;440100;AMETHYSTS;9996;2;9995.0;29.0;;;10004;2;10005.0;29.0;;;10000.0;0.0
-2;440200;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;0.0
-2;440200;STARFRUIT;4984;29;;;;;4991;29;;;;;4987.5;0.0
-2;440300;STARFRUIT;4989;1;4984.0;1.0;4983.0;24.0;4990;25;;;;;4989.5;0.0
-2;440300;AMETHYSTS;9996;1;9995.0;24.0;;;10004;1;10005.0;24.0;;;10000.0;0.0
-2;440400;STARFRUIT;4983;27;;;;;4990;27;;;;;4986.5;0.0
-2;440400;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-2;440500;STARFRUIT;4983;27;;;;;4990;27;;;;;4986.5;0.0
-2;440500;AMETHYSTS;9996;1;9995.0;26.0;;;10004;1;10005.0;26.0;;;10000.0;0.0
-2;440600;AMETHYSTS;9996;1;9995.0;25.0;;;10004;1;10005.0;25.0;;;10000.0;0.0
-2;440600;STARFRUIT;4984;25;;;;;4990;1;4991.0;25.0;;;4987.0;0.0
-2;440700;STARFRUIT;4984;2;4983.0;28.0;;;4988;4;4990.0;30.0;;;4986.0;0.0
-2;440700;AMETHYSTS;9996;2;9995.0;28.0;;;10004;2;10005.0;28.0;;;10000.0;0.0
-2;440800;STARFRUIT;4984;2;4983.0;26.0;;;4990;26;;;;;4987.0;0.0
-2;440800;AMETHYSTS;9995;26;;;;;10002;4;10005.0;26.0;;;9998.5;0.0
-2;440900;AMETHYSTS;9996;1;9995.0;29.0;;;10004;1;10005.0;29.0;;;10000.0;0.0
-2;440900;STARFRUIT;4984;29;;;;;4989;7;4990.0;1.0;4991.0;29.0;4986.5;0.0
-2;441000;STARFRUIT;4983;29;;;;;4990;29;;;;;4986.5;0.0
-2;441000;AMETHYSTS;9996;1;9995.0;28.0;;;10004;1;10005.0;28.0;;;10000.0;0.0
-2;441100;STARFRUIT;4983;25;;;;;4990;25;;;;;4986.5;0.0
-2;441100;AMETHYSTS;9995;25;;;;;9998;1;10005.0;25.0;;;9996.5;0.0
-2;441200;STARFRUIT;4983;30;;;;;4990;30;;;;;4986.5;0.0
-2;441200;AMETHYSTS;10002;12;9996.0;2.0;9995.0;28.0;10004;2;10005.0;28.0;;;10003.0;0.0
-2;441300;AMETHYSTS;10002;2;9996.0;1.0;9995.0;27.0;10004;1;10005.0;27.0;;;10003.0;0.0
-2;441300;STARFRUIT;4984;1;4983.0;27.0;;;4990;28;;;;;4987.0;0.0
-2;441400;STARFRUIT;4984;4;4983.0;29.0;;;4990;29;;;;;4987.0;0.0
-2;441400;AMETHYSTS;9995;29;;;;;10002;8;10005.0;29.0;;;9998.5;0.0
-2;441500;STARFRUIT;4984;26;;;;;4991;26;;;;;4987.5;0.0
-2;441500;AMETHYSTS;10002;1;9995.0;26.0;;;10005;26;;;;;10003.5;0.0
-2;441600;STARFRUIT;4988;1;4983.0;1.0;4982.0;25.0;4989;26;;;;;4988.5;0.0
-2;441600;AMETHYSTS;9998;4;9996.0;1.0;9995.0;25.0;10004;1;10005.0;25.0;;;10001.0;0.0
-2;441700;AMETHYSTS;9998;6;9996.0;2.0;9995.0;29.0;10004;2;10005.0;29.0;;;10001.0;0.0
-2;441700;STARFRUIT;4982;31;;;;;4989;31;;;;;4985.5;0.0
-2;441800;STARFRUIT;4981;22;;;;;4988;22;;;;;4984.5;0.0
-2;441800;AMETHYSTS;9996;2;9995.0;20.0;;;10004;2;10005.0;20.0;;;10000.0;0.0
-2;441900;STARFRUIT;4981;20;;;;;4986;2;4988.0;20.0;;;4983.5;0.0
-2;441900;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-2;442000;STARFRUIT;4982;7;4981.0;28.0;;;4988;28;;;;;4985.0;0.0
-2;442000;AMETHYSTS;9996;1;9995.0;27.0;;;10004;1;10005.0;27.0;;;10000.0;0.0
-2;442100;AMETHYSTS;10000;3;9996.0;2.0;9995.0;27.0;10004;2;10005.0;27.0;;;10002.0;0.0
-2;442100;STARFRUIT;4984;3;4981.0;29.0;;;4988;29;;;;;4986.0;0.0
-2;442200;STARFRUIT;4982;28;;;;;4988;2;4989.0;26.0;;;4985.0;0.0
-2;442200;AMETHYSTS;9996;2;9995.0;26.0;;;10004;2;10005.0;26.0;;;10000.0;0.0
-2;442300;STARFRUIT;4982;24;;;;;4987;5;4988.0;1.0;4989.0;23.0;4984.5;0.0
-2;442300;AMETHYSTS;10002;1;9996.0;1.0;9995.0;23.0;10004;1;10005.0;23.0;;;10003.0;0.0
-2;442400;STARFRUIT;4982;24;;;;;4989;25;;;;;4985.5;0.0
-2;442400;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-2;442500;AMETHYSTS;9996;2;9995.0;23.0;;;9998;1;10004.0;2.0;10005.0;23.0;9997.0;0.0
-2;442500;STARFRUIT;4983;5;4982.0;25.0;;;4984;3;4989.0;25.0;;;4983.5;0.0
-2;442600;STARFRUIT;4983;2;4982.0;28.0;;;4989;28;;;;;4986.0;0.0
-2;442600;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-2;442700;STARFRUIT;4983;22;;;;;4988;2;4989.0;2.0;4990.0;20.0;4985.5;0.0
-2;442700;AMETHYSTS;9996;2;9995.0;20.0;;;10002;1;10004.0;2.0;10005.0;20.0;9999.0;0.0
-2;442800;STARFRUIT;4983;32;;;;;4990;32;;;;;4986.5;0.0
-2;442800;AMETHYSTS;10002;1;9996.0;2.0;9995.0;30.0;10004;2;10005.0;30.0;;;10003.0;0.0
-2;442900;AMETHYSTS;9995;30;;;;;9998;1;10005.0;30.0;;;9996.5;0.0
-2;442900;STARFRUIT;4987;3;4983.0;30.0;;;4988;5;4990.0;30.0;;;4987.5;0.0
-2;443000;STARFRUIT;4984;2;4983.0;30.0;;;4990;32;;;;;4987.0;0.0
-2;443000;AMETHYSTS;9996;2;9995.0;30.0;;;10004;2;10005.0;30.0;;;10000.0;0.0
-2;443100;AMETHYSTS;10002;1;9996.0;2.0;9995.0;20.0;10004;2;10005.0;20.0;;;10003.0;0.0
-2;443100;STARFRUIT;4984;2;4983.0;20.0;;;4990;22;;;;;4987.0;0.0
-2;443200;AMETHYSTS;9996;2;9995.0;26.0;;;10002;3;10004.0;2.0;10005.0;26.0;9999.0;0.0
-2;443200;STARFRUIT;4983;28;;;;;4988;3;4990.0;28.0;;;4985.5;0.0
-2;443300;AMETHYSTS;9995;22;;;;;10002;7;10005.0;22.0;;;9998.5;0.0
-2;443300;STARFRUIT;4984;8;4983.0;22.0;;;4990;22;;;;;4987.0;0.0
-2;443400;STARFRUIT;4982;23;;;;;4989;23;;;;;4985.5;0.0
-2;443400;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-2;443500;AMETHYSTS;10002;1;9996.0;1.0;9995.0;28.0;10004;1;10005.0;28.0;;;10003.0;0.0
-2;443500;STARFRUIT;4983;4;4982.0;29.0;;;4988;1;4989.0;28.0;;;4985.5;0.0
-2;443600;AMETHYSTS;9996;1;9995.0;22.0;;;10004;1;10005.0;22.0;;;10000.0;0.0
-2;443600;STARFRUIT;4982;23;;;;;4989;23;;;;;4985.5;0.0
-2;443700;AMETHYSTS;9996;1;9995.0;23.0;;;10004;1;10005.0;23.0;;;10000.0;0.0
-2;443700;STARFRUIT;4982;24;;;;;4987;7;4989.0;24.0;;;4984.5;0.0
-2;443800;STARFRUIT;4982;27;;;;;4989;27;;;;;4985.5;0.0
-2;443800;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-2;443900;AMETHYSTS;9996;2;9995.0;20.0;;;10004;2;10005.0;20.0;;;10000.0;0.0
-2;443900;STARFRUIT;4983;2;4982.0;20.0;;;4989;22;;;;;4986.0;0.0
-2;444000;AMETHYSTS;10000;2;9996.0;1.0;9995.0;26.0;10002;2;10004.0;1.0;10005.0;26.0;10001.0;0.0
-2;444000;STARFRUIT;4988;1;4985.0;2.0;4983.0;1.0;4989;27;;;;;4988.5;0.0
-2;444100;AMETHYSTS;9996;1;9995.0;20.0;;;9998;1;10002.0;3.0;10004.0;1.0;9997.0;0.0
-2;444100;STARFRUIT;4982;21;;;;;4989;21;;;;;4985.5;0.0
-2;444200;STARFRUIT;4982;30;;;;;4987;5;4988.0;1.0;4989.0;29.0;4984.5;0.0
-2;444200;AMETHYSTS;9996;1;9995.0;29.0;;;9998;1;10002.0;7.0;10004.0;1.0;9997.0;0.0
-2;444300;AMETHYSTS;9998;5;9996.0;1.0;9995.0;22.0;10004;1;10005.0;22.0;;;10001.0;0.0
-2;444300;STARFRUIT;4982;1;4981.0;22.0;;;4986;3;4988.0;23.0;;;4984.0;0.0
-2;444400;AMETHYSTS;10002;1;9996.0;2.0;9995.0;23.0;10004;2;10005.0;23.0;;;10003.0;0.0
-2;444400;STARFRUIT;4982;24;;;;;4989;25;;;;;4985.5;0.0
-2;444500;AMETHYSTS;9998;4;9996.0;2.0;9995.0;28.0;10004;2;10005.0;28.0;;;10001.0;0.0
-2;444500;STARFRUIT;4982;30;;;;;4988;2;4989.0;28.0;;;4985.0;0.0
-2;444600;STARFRUIT;4986;5;4982.0;2.0;4981.0;29.0;4988;31;;;;;4987.0;0.0
-2;444600;AMETHYSTS;9996;2;9995.0;29.0;;;10004;2;10005.0;29.0;;;10000.0;0.0
-2;444700;AMETHYSTS;9998;2;9996.0;1.0;9995.0;25.0;10004;1;10005.0;25.0;;;10001.0;0.0
-2;444700;STARFRUIT;4982;26;;;;;4987;6;4988.0;1.0;4989.0;25.0;4984.5;0.0
-2;444800;AMETHYSTS;9998;8;9996.0;1.0;9995.0;28.0;10004;1;10005.0;28.0;;;10001.0;0.0
-2;444800;STARFRUIT;4982;29;;;;;4987;2;4988.0;1.0;4989.0;28.0;4984.5;0.0
-2;444900;AMETHYSTS;9998;10;9995.0;24.0;;;10005;24;;;;;10001.5;0.0
-2;444900;STARFRUIT;4982;24;;;;;4989;24;;;;;4985.5;0.0
-2;445000;STARFRUIT;4982;29;;;;;4988;2;4989.0;27.0;;;4985.0;0.0
-2;445000;AMETHYSTS;9996;2;9995.0;27.0;;;10004;2;10005.0;27.0;;;10000.0;0.0
-2;445100;AMETHYSTS;9996;1;9995.0;26.0;;;10004;1;10005.0;26.0;;;10000.0;0.0
-2;445100;STARFRUIT;4983;7;4982.0;26.0;;;4989;27;;;;;4986.0;0.0
-2;445200;AMETHYSTS;10002;1;9995.0;25.0;;;10005;25;;;;;10003.5;0.0
-2;445200;STARFRUIT;4982;25;;;;;4989;25;;;;;4985.5;0.0
-2;445300;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-2;445300;STARFRUIT;4982;23;;;;;4989;23;;;;;4985.5;0.0
-2;445400;STARFRUIT;4988;1;4983.0;22.0;;;4990;22;;;;;4989.0;0.0
-2;445400;AMETHYSTS;9995;22;;;;;10002;7;10005.0;22.0;;;9998.5;0.0
-2;445500;STARFRUIT;4983;2;4982.0;20.0;;;4987;4;4989.0;22.0;;;4985.0;0.0
-2;445500;AMETHYSTS;10002;1;9996.0;2.0;9995.0;20.0;10004;2;10005.0;20.0;;;10003.0;0.0
-2;445600;AMETHYSTS;9996;1;9995.0;24.0;;;9998;1;10004.0;1.0;10005.0;24.0;9997.0;0.0
-2;445600;STARFRUIT;4982;25;;;;;4987;5;4988.0;1.0;4989.0;24.0;4984.5;0.0
-2;445700;STARFRUIT;4983;7;4982.0;28.0;;;4985;4;4989.0;28.0;;;4984.0;0.0
-2;445700;AMETHYSTS;9996;1;9995.0;27.0;;;10000;4;10004.0;1.0;10005.0;27.0;9998.0;0.0
-2;445800;STARFRUIT;4983;5;4982.0;31.0;;;4989;31;;;;;4986.0;0.0
-2;445800;AMETHYSTS;9998;5;9996.0;1.0;9995.0;30.0;10004;1;10005.0;30.0;;;10001.0;0.0
-2;445900;STARFRUIT;4982;21;;;;;4987;6;4989.0;21.0;;;4984.5;0.0
-2;445900;AMETHYSTS;9996;1;9995.0;20.0;;;10004;1;10005.0;20.0;;;10000.0;0.0
-2;446000;AMETHYSTS;9995;24;;;;;10002;8;10005.0;24.0;;;9998.5;0.0
-2;446000;STARFRUIT;4982;24;;;;;4989;24;;;;;4985.5;0.0
-2;446100;STARFRUIT;4982;1;4981.0;29.0;;;4984;2;4988.0;30.0;;;4983.0;0.0
-2;446100;AMETHYSTS;9996;1;9995.0;29.0;;;9998;11;10000.0;2.0;10004.0;1.0;9997.0;0.0
-2;446200;STARFRUIT;4982;25;;;;;4989;26;;;;;4985.5;0.0
-2;446200;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;0.0
-2;446300;STARFRUIT;4981;20;;;;;4988;20;;;;;4984.5;0.0
-2;446300;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-2;446400;AMETHYSTS;9996;1;9995.0;28.0;;;10004;1;10005.0;28.0;;;10000.0;0.0
-2;446400;STARFRUIT;4982;1;4981.0;28.0;;;4988;29;;;;;4985.0;0.0
-2;446500;STARFRUIT;4982;30;;;;;4987;1;4989.0;30.0;;;4984.5;0.0
-2;446500;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-2;446600;STARFRUIT;4982;26;;;;;4988;1;4989.0;25.0;;;4985.0;0.0
-2;446600;AMETHYSTS;9996;1;9995.0;25.0;;;9998;1;10004.0;1.0;10005.0;25.0;9997.0;0.0
-2;446700;STARFRUIT;4982;21;;;;;4989;21;;;;;4985.5;0.0
-2;446700;AMETHYSTS;9996;1;9995.0;20.0;;;10004;1;10005.0;20.0;;;10000.0;0.0
-2;446800;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-2;446800;STARFRUIT;4982;30;;;;;4989;30;;;;;4985.5;0.0
-2;446900;STARFRUIT;4983;25;;;;;4988;1;4990.0;25.0;;;4985.5;0.0
-2;446900;AMETHYSTS;9996;1;9995.0;24.0;;;10004;1;10005.0;24.0;;;10000.0;0.0
-2;447000;STARFRUIT;4983;28;;;;;4990;28;;;;;4986.5;0.0
-2;447000;AMETHYSTS;9995;28;;;;;10002;6;10005.0;28.0;;;9998.5;0.0
-2;447100;STARFRUIT;4982;27;;;;;4989;27;;;;;4985.5;0.0
-2;447100;AMETHYSTS;9996;1;9995.0;26.0;;;10004;1;10005.0;26.0;;;10000.0;0.0
-2;447200;AMETHYSTS;10000;4;9996.0;1.0;9995.0;23.0;10004;1;10005.0;23.0;;;10002.0;0.0
-2;447200;STARFRUIT;4984;4;4982.0;1.0;4981.0;23.0;4988;24;;;;;4986.0;0.0
-2;447300;STARFRUIT;4982;25;;;;;4987;1;4989.0;25.0;;;4984.5;0.0
-2;447300;AMETHYSTS;9998;8;9995.0;25.0;;;10005;25;;;;;10001.5;0.0
-2;447400;STARFRUIT;4982;5;4981.0;28.0;;;4988;29;;;;;4985.0;0.0
-2;447400;AMETHYSTS;10002;4;9996.0;1.0;9995.0;28.0;10004;1;10005.0;28.0;;;10003.0;0.0
-2;447500;STARFRUIT;4982;30;;;;;4989;30;;;;;4985.5;0.0
-2;447500;AMETHYSTS;9995;30;;;;;10002;4;10005.0;30.0;;;9998.5;0.0
-2;447600;AMETHYSTS;9995;26;;;;;9998;1;10005.0;26.0;;;9996.5;0.0
-2;447600;STARFRUIT;4981;26;;;;;4988;26;;;;;4984.5;0.0
-2;447700;STARFRUIT;4986;1;4982.0;8.0;4981.0;29.0;4988;29;;;;;4987.0;0.0
-2;447700;AMETHYSTS;9996;2;9995.0;27.0;;;10002;7;10004.0;2.0;10005.0;27.0;9999.0;0.0
-2;447800;STARFRUIT;4980;23;;;;;4987;23;;;;;4983.5;0.0
-2;447800;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-2;447900;STARFRUIT;4980;22;;;;;4987;22;;;;;4983.5;0.0
-2;447900;AMETHYSTS;9996;1;9995.0;21.0;;;10004;1;10005.0;21.0;;;10000.0;0.0
-2;448000;AMETHYSTS;9998;5;9996.0;2.0;9995.0;22.0;10004;2;10005.0;22.0;;;10001.0;0.0
-2;448000;STARFRUIT;4981;24;;;;;4987;24;;;;;4984.0;0.0
-2;448100;STARFRUIT;4980;30;;;;;4987;30;;;;;4983.5;0.0
-2;448100;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-2;448200;STARFRUIT;4980;25;;;;;4987;25;;;;;4983.5;0.0
-2;448200;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-2;448300;STARFRUIT;4986;1;4981.0;2.0;4980.0;21.0;4987;21;;;;;4986.5;0.0
-2;448300;AMETHYSTS;9998;6;9996.0;1.0;9995.0;20.0;10004;1;10005.0;20.0;;;10001.0;0.0
-2;448400;AMETHYSTS;9996;2;9995.0;26.0;;;10004;2;10005.0;26.0;;;10000.0;0.0
-2;448400;STARFRUIT;4980;28;;;;;4987;28;;;;;4983.5;0.0
-2;448500;STARFRUIT;4981;1;4980.0;28.0;;;4987;28;;;;;4984.0;0.0
-2;448500;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-2;448600;STARFRUIT;4981;5;4980.0;22.0;;;4986;1;4987.0;21.0;;;4983.5;0.0
-2;448600;AMETHYSTS;9996;1;9995.0;21.0;;;10004;1;10005.0;21.0;;;10000.0;0.0
-2;448700;STARFRUIT;4980;25;;;;;4987;25;;;;;4983.5;0.0
-2;448700;AMETHYSTS;10002;1;9996.0;1.0;9995.0;24.0;10004;1;10005.0;24.0;;;10003.0;0.0
-2;448800;AMETHYSTS;10002;6;9996.0;1.0;9995.0;21.0;10004;1;10005.0;21.0;;;10003.0;0.0
-2;448800;STARFRUIT;4980;8;4979.0;22.0;;;4986;22;;;;;4983.0;0.0
-2;448900;STARFRUIT;4980;19;;;;;4987;20;;;;;4983.5;0.0
-2;448900;AMETHYSTS;9995;20;;;;;10002;7;10005.0;20.0;;;9998.5;0.0
-2;449000;STARFRUIT;4979;23;;;;;4986;23;;;;;4982.5;0.0
-2;449000;AMETHYSTS;9998;3;9995.0;23.0;;;10005;23;;;;;10001.5;0.0
-2;449100;STARFRUIT;4978;27;;;;;4985;27;;;;;4981.5;0.0
-2;449100;AMETHYSTS;9995;27;;;;;10002;10;10005.0;27.0;;;9998.5;0.0
-2;449200;AMETHYSTS;9996;1;9995.0;29.0;;;10004;1;10005.0;29.0;;;10000.0;0.0
-2;449200;STARFRUIT;4979;1;4978.0;29.0;;;4983;5;4985.0;30.0;;;4981.0;0.0
-2;449300;STARFRUIT;4978;25;;;;;4985;25;;;;;4981.5;0.0
-2;449300;AMETHYSTS;9996;1;9995.0;24.0;;;10004;1;10005.0;24.0;;;10000.0;0.0
-2;449400;STARFRUIT;4978;24;;;;;4985;24;;;;;4981.5;0.0
-2;449400;AMETHYSTS;10002;1;9996.0;1.0;9995.0;23.0;10004;1;10005.0;23.0;;;10003.0;0.0
-2;449500;STARFRUIT;4978;23;;;;;4979;7;4984.0;2.0;4985.0;21.0;4978.5;0.0
-2;449500;AMETHYSTS;9996;2;9995.0;21.0;;;10004;2;10005.0;21.0;;;10000.0;0.0
-2;449600;AMETHYSTS;9996;1;9995.0;27.0;;;10004;1;10005.0;27.0;;;10000.0;0.0
-2;449600;STARFRUIT;4979;5;4978.0;28.0;;;4985;28;;;;;4982.0;0.0
-2;449700;STARFRUIT;4979;23;;;;;4985;2;4986.0;21.0;;;4982.0;0.0
-2;449700;AMETHYSTS;9996;2;9995.0;21.0;;;10004;2;10005.0;21.0;;;10000.0;0.0
-2;449800;STARFRUIT;4979;1;4978.0;23.0;;;4985;24;;;;;4982.0;0.0
-2;449800;AMETHYSTS;9996;1;9995.0;23.0;;;10004;1;10005.0;23.0;;;10000.0;0.0
-2;449900;AMETHYSTS;9996;1;9995.0;26.0;;;10002;5;10004.0;1.0;10005.0;26.0;9999.0;0.0
-2;449900;STARFRUIT;4979;27;;;;;4986;27;;;;;4982.5;0.0
-2;450000;STARFRUIT;4984;1;4979.0;26.0;;;4986;26;;;;;4985.0;0.0
-2;450000;AMETHYSTS;9996;2;9995.0;24.0;;;10004;2;10005.0;24.0;;;10000.0;0.0
-2;450100;STARFRUIT;4979;29;;;;;4986;29;;;;;4982.5;0.0
-2;450100;AMETHYSTS;9995;29;;;;;10002;4;10005.0;29.0;;;9998.5;0.0
-2;450200;STARFRUIT;4979;21;;;;;4986;21;;;;;4982.5;0.0
-2;450200;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;0.0
-2;450300;AMETHYSTS;9996;2;9995.0;25.0;;;10004;2;10005.0;25.0;;;10000.0;0.0
-2;450300;STARFRUIT;4979;27;;;;;4985;2;4986.0;25.0;;;4982.0;0.0
-2;450400;STARFRUIT;4980;3;4979.0;29.0;;;4986;29;;;;;4983.0;0.0
-2;450400;AMETHYSTS;9995;29;;;;;10002;8;10005.0;29.0;;;9998.5;0.0
-2;450500;STARFRUIT;4983;1;4979.0;30.0;;;4984;6;4985.0;1.0;4986.0;29.0;4983.5;0.0
-2;450500;AMETHYSTS;9996;1;9995.0;29.0;;;10002;8;10004.0;1.0;10005.0;29.0;9999.0;0.0
-2;450600;STARFRUIT;4980;4;4979.0;29.0;;;4986;29;;;;;4983.0;0.0
-2;450600;AMETHYSTS;9996;2;9995.0;27.0;;;10004;2;10005.0;27.0;;;10000.0;0.0
-2;450700;AMETHYSTS;10002;1;9995.0;28.0;;;10005;28;;;;;10003.5;0.0
-2;450700;STARFRUIT;4979;28;;;;;4986;28;;;;;4982.5;0.0
-2;450800;STARFRUIT;4979;24;;;;;4986;24;;;;;4982.5;0.0
-2;450800;AMETHYSTS;9996;2;9995.0;22.0;;;10004;2;10005.0;22.0;;;10000.0;0.0
-2;450900;STARFRUIT;4979;1;4978.0;27.0;;;4985;28;;;;;4982.0;0.0
-2;450900;AMETHYSTS;9996;1;9995.0;27.0;;;9998;1;10002.0;7.0;10004.0;1.0;9997.0;0.0
-2;451000;STARFRUIT;4978;27;;;;;4983;8;4985.0;28.0;;;4980.5;0.0
-2;451000;AMETHYSTS;9996;1;9995.0;27.0;;;10004;1;10005.0;27.0;;;10000.0;0.0
