timestamp,starfruit_positions,amethyst_positions,starfruit_pnl,amethyst_pnl
719600,0,-16,0,5560
719700,0,-16,0,5512
719800,0,-16,0,5528
719900,0,-16,0,5528
720000,0,-16,0,5528
720100,0,-16,0,5528
720200,0,-15,0,5624
720300,0,-15,0,5534
720400,0,-15,0,5534
720500,0,-15,0,5534
720600,0,-15,0,5519
720700,0,-16,0,5534
720800,0,-16,0,5532
720900,0,-16,0,5516
721000,0,-16,0,5532
721100,0,-17,0,5516
721200,0,-17,0,5513
721300,0,-17,0,5530
721400,0,-17,0,5530
721500,0,-17,0,5513
721600,0,-17,0,5530
721700,0,-17,0,5530
721800,0,-17,0,5513
721900,0,-17,0,5530
722000,0,-20,0,5513
722100,0,-20,0,5504
722200,0,-20,0,5564
722300,0,-20,0,5564
722400,0,-20,0,5604
722500,0,-20,0,5504
722600,0,-18,0,5644
722700,0,-18,0,5572
722800,0,-18,0,5608
722900,0,-18,0,5536
723000,0,-18,0,5518
723100,0,-18,0,5536
723200,0,-18,0,5572
723300,0,-13,0,5644
723400,0,-13,0,5553
723500,0,-14,0,5553
723600,0,-14,0,5564
723700,0,-14,0,5550
723800,0,-14,0,5550
723900,0,-14,0,5550
724000,0,-13,0,5648
724100,0,-13,0,5557
724200,0,-13,0,5570
724300,0,-13,0,5557
724400,0,-13,0,5596
724500,0,-13,0,5570
724600,0,-13,0,5570
724700,0,-13,0,5570
724800,0,-13,0,5570
724900,0,-13,0,5570
725000,0,-13,0,5557
725100,0,-8,0,5648
725200,0,-8,0,5600
725300,0,-8,0,5592
725400,0,-8,0,5600
725500,0,-8,0,5600
725600,0,-8,0,5592
725700,0,-8,0,5592
725800,0,-8,0,5600
725900,0,-8,0,5616
726000,0,-8,0,5616
726100,0,-8,0,5592
726200,0,-8,0,5592
726300,0,-8,0,5592
726400,0,-8,0,5592
726500,0,-8,0,5600
726600,0,-8,0,5600
726700,0,-8,0,5600
726800,0,-7,0,5648
726900,0,-7,0,5599
727000,0,-11,0,5599
727100,0,-11,0,5642
727200,0,-11,0,5598
727300,0,-11,0,5598
727400,0,-14,0,5587
727500,0,-14,0,5578
727600,0,-14,0,5592
727700,0,-14,0,5592
727800,0,-13,0,5676
727900,0,-13,0,5598
728000,0,-13,0,5624
728100,0,-13,0,5598
728200,0,-12,0,5676
728300,0,-12,0,5628
728400,0,-12,0,5628
728500,0,-12,0,5604
728600,0,-12,0,5604
728700,0,-12,0,5652
728800,0,-12,0,5604
728900,0,-12,0,5604
729000,0,-12,0,5604
729100,0,-12,0,5604
729200,0,-12,0,5604
729300,0,-12,0,5604
729400,0,-12,0,5628
729500,0,-12,0,5604
729600,0,-12,0,5628
729700,0,-12,0,5592
729800,0,-13,0,5604
729900,0,-13,0,5602
730000,0,-13,0,5589
730100,0,-13,0,5602
730200,0,-13,0,5602
730300,0,-13,0,5602
730400,0,-12,0,5680
730500,0,-12,0,5608
730600,0,-13,0,5608
730700,0,-13,0,5606
730800,0,-13,0,5593
730900,0,-13,0,5632
731000,0,-13,0,5593
731100,0,-13,0,5606
731200,0,-13,0,5632
731300,0,-13,0,5606
731400,0,-13,0,5606
731500,0,-13,0,5606
731600,0,-13,0,5606
731700,0,-13,0,5606
731800,0,-13,0,5606
731900,0,-13,0,5606
732000,0,-13,0,5632
732100,0,-13,0,5632
732200,0,-13,0,5606
732300,0,-13,0,5593
732400,0,-13,0,5632
732500,0,-16,0,5606
732600,0,-16,0,5600
732700,0,-16,0,5600
732800,0,-15,0,5696
732900,0,-15,0,5636
733000,0,-15,0,5606
733100,0,-15,0,5636
733200,0,-15,0,5606
733300,0,-15,0,5606
733400,0,-15,0,5606
733500,0,-12,0,5696
733600,0,-11,0,5696
733700,0,-11,0,5652
733800,0,-11,0,5652
733900,0,-11,0,5630
734000,0,-11,0,5619
734100,0,-11,0,5630
734200,0,-11,0,5652
734300,0,-10,0,5696
734400,0,-10,0,5676
734500,0,-10,0,5636
734600,0,-10,0,5636
734700,0,-10,0,5656
734800,0,-8,0,5696
734900,0,-8,0,5648
735000,0,-8,0,5640
735100,0,-8,0,5640
735200,0,-8,0,5648
735300,0,-8,0,5648
735400,0,-8,0,5648
735500,0,-8,0,5648
735600,0,-8,0,5640
735700,0,-8,0,5664
735800,0,-11,0,5648
735900,0,-11,0,5631
736000,0,-10,0,5708
736100,0,-10,0,5648
736200,0,-10,0,5648
736300,0,-10,0,5638
736400,0,-10,0,5648
736500,0,-10,0,5648
736600,0,-10,0,5648
736700,0,-10,0,5648
736800,0,-10,0,5648
736900,0,-10,0,5638
737000,0,-10,0,5648
737100,0,-10,0,5648
737200,0,-10,0,5648
737300,0,-10,0,5648
737400,0,-10,0,5638
737500,0,-10,0,5668
737600,0,-10,0,5638
737700,0,-10,0,5638
737800,0,-10,0,5638
737900,0,-10,0,5648
738000,0,-10,0,5648
738100,0,-10,0,5648
738200,0,-10,0,5638
738300,0,-10,0,5668
738400,0,-10,0,5668
738500,0,-10,0,5648
738600,0,-10,0,5648
738700,0,-10,0,5648
738800,0,-9,0,5708
738900,0,-9,0,5654
739000,0,-9,0,5645
739100,0,-9,0,5645
739200,0,-9,0,5672
739300,0,-7,0,5708
739400,0,-7,0,5666
739500,0,-7,0,5680
739600,0,-7,0,5666
739700,0,-7,0,5666
739800,0,-7,0,5680
739900,0,-7,0,5666
740000,0,-7,0,5666
740100,0,-7,0,5666
740200,0,-6,0,5708
740300,0,-6,0,5666
740400,0,-6,0,5684
740500,0,-6,0,5666
740600,0,-6,0,5666
740700,0,-6,0,5672
740800,0,-6,0,5696
740900,0,-6,0,5672
741000,0,-6,0,5672
741100,0,-6,0,5672
741200,0,-6,0,5672
741300,0,-5,0,5708
741400,0,-5,0,5673
741500,0,-5,0,5688
741600,0,-5,0,5673
741700,0,-5,0,5673
741800,0,-5,0,5673
741900,0,-5,0,5673
742000,0,-5,0,5678
742100,0,-5,0,5673
742200,0,-5,0,5673
742300,0,-5,0,5678
742400,0,-4,0,5708
742500,0,-4,0,5680
742600,0,-4,0,5684
742700,0,-4,0,5684
742800,0,-4,0,5684
742900,0,-8,0,5684
743000,0,-8,0,5668
743100,0,-8,0,5676
743200,0,-16,0,5676
743300,0,-16,0,5660
743400,0,-16,0,5692
743500,0,-16,0,5660
743600,0,-16,0,5644
743700,0,-17,0,5660
743800,0,-17,0,5692
743900,0,-17,0,5658
744000,0,-17,0,5692
744100,0,-17,0,5641
744200,0,-17,0,5641
744300,0,-17,0,5658
744400,0,-17,0,5658
744500,0,-17,0,5658
744600,0,-17,0,5658
744700,0,-17,0,5658
744800,0,-17,0,5658
744900,0,-17,0,5658
745000,0,-17,0,5692
745100,0,-17,0,5658
745200,0,-17,0,5658
745300,0,-17,0,5641
745400,0,-17,0,5658
745500,0,-17,0,5641
745600,0,-17,0,5658
745700,0,-17,0,5658
745800,0,-17,0,5641
745900,0,-17,0,5658
746000,0,-17,0,5658
746100,0,-17,0,5658
746200,0,-17,0,5658
746300,0,-20,0,5641
746400,0,-20,0,5692
746500,0,-20,0,5632
746600,0,-20,0,5652
746700,0,-20,0,5652
746800,0,-20,0,5632
746900,0,-20,0,5652
747000,0,-20,0,5652
747100,0,-20,0,5632
747200,0,-20,0,5652
747300,0,-20,0,5632
747400,0,-20,0,5632
747500,0,-19,0,5772
747600,0,-14,0,5772
747700,0,-14,0,5688
747800,0,-9,0,5772
747900,0,-9,0,5709
748000,0,-9,0,5709
748100,0,-9,0,5709
748200,0,-9,0,5718
748300,0,-9,0,5718
748400,0,-9,0,5709
748500,0,-9,0,5718
748600,0,-9,0,5709
748700,0,-9,0,5718
748800,0,-9,0,5718
748900,0,-9,0,5709
749000,0,-9,0,5709
749100,0,-13,0,5718
749200,0,-13,0,5710
749300,0,-13,0,5697
749400,0,-14,0,5710
749500,0,-14,0,5736
749600,0,-14,0,5708
749700,0,-14,0,5694
749800,0,-14,0,5708
749900,0,-14,0,5708
750000,0,-14,0,5708
750100,0,-15,0,5694
750200,0,-15,0,5706
750300,0,-16,0,5691
750400,0,-16,0,5704
750500,0,-16,0,5688
750600,0,-17,0,5688
750700,0,-17,0,5702
750800,0,-17,0,5702
750900,0,-17,0,5702
751000,0,-17,0,5702
751100,0,-17,0,5685
751200,0,-17,0,5702
751300,0,-17,0,5736
751400,0,-17,0,5685
751500,0,-17,0,5702
751600,0,-17,0,5702
751700,0,-17,0,5702
751800,0,-17,0,5702
751900,0,-17,0,5736
752000,0,-16,0,5804
752100,0,-16,0,5708
752200,0,-16,0,5692
752300,0,-16,0,5708
752400,0,-17,0,5692
752500,0,-17,0,5706
752600,0,-17,0,5689
752700,0,-17,0,5689
752800,0,-17,0,5706
752900,0,-17,0,5740
753000,0,-17,0,5706
753100,0,-17,0,5706
753200,0,-17,0,5706
753300,0,-17,0,5689
753400,0,-17,0,5706
753500,0,-17,0,5740
753600,0,-17,0,5706
753700,0,-17,0,5689
753800,0,-20,0,5706
753900,0,-19,0,5820
754000,0,-19,0,5706
754100,0,-19,0,5687
754200,0,-19,0,5706
754300,0,-19,0,5687
754400,0,-19,0,5687
754500,0,-19,0,5744
754600,0,-16,0,5820
754700,0,-16,0,5708
754800,0,-16,0,5724
754900,0,-16,0,5724
755000,0,-16,0,5724
755100,0,-16,0,5756
755200,0,-16,0,5708
755300,0,-16,0,5724
755400,0,-16,0,5724
755500,0,-17,0,5724
755600,0,-17,0,5722
755700,0,-17,0,5705
755800,0,-17,0,5722
755900,0,-17,0,5722
756000,0,-17,0,5705
756100,0,-17,0,5705
756200,0,-18,0,5722
756300,0,-18,0,5702
756400,0,-18,0,5702
756500,0,-11,0,5828
756600,0,-11,0,5784
756700,0,-11,0,5762
756800,0,-10,0,5828
756900,0,-10,0,5768
757000,0,-10,0,5788
757100,0,-10,0,5768
757200,0,-10,0,5768
757300,0,-10,0,5768
757400,0,-10,0,5758
757500,0,-10,0,5788
757600,0,-10,0,5758
757700,0,-10,0,5758
757800,0,-10,0,5788
757900,0,-10,0,5788
758000,0,-10,0,5768
758100,0,-10,0,5788
758200,0,-11,0,5758
758300,0,-11,0,5766
758400,0,-11,0,5766
758500,0,-11,0,5788
758600,0,-11,0,5755
758700,0,-11,0,5766
758800,0,-11,0,5766
758900,0,-11,0,5766
759000,0,-11,0,5788
759100,0,-10,0,5832
759200,0,-10,0,5772
759300,0,-7,0,5832
759400,0,-7,0,5783
759500,0,-7,0,5790
759600,0,-7,0,5783
759700,0,-7,0,5790
759800,0,-7,0,5783
759900,0,-7,0,5783
760000,0,-7,0,5783
760100,0,-7,0,5783
760200,0,-7,0,5790
760300,0,-7,0,5790
760400,0,-7,0,5790
760500,0,-7,0,5790
760600,0,-7,0,5783
760700,0,-7,0,5790
760800,0,-7,0,5783
760900,0,-6,0,5832
761000,0,-6,0,5796
761100,0,-6,0,5796
761200,0,-6,0,5808
761300,0,-6,0,5796
761400,0,-7,0,5796
761500,0,-7,0,5822
761600,0,-7,0,5787
761700,0,-7,0,5794
761800,0,-7,0,5808
761900,0,-7,0,5794
762000,0,-7,0,5794
762100,0,-7,0,5794
762200,0,-7,0,5794
762300,0,-7,0,5794
762400,0,-7,0,5822
762500,0,-7,0,5787
762600,0,-7,0,5787
762700,0,-7,0,5822
762800,0,-7,0,5794
762900,0,-7,0,5787
763000,0,-6,0,5836
763100,0,-6,0,5812
763200,0,-6,0,5812
763300,0,-6,0,5812
763400,0,-6,0,5800
763500,0,-6,0,5800
763600,0,-3,0,5836
763700,0,-2,0,5836
763800,0,-2,0,5824
763900,0,-1,0,5836
764000,0,-1,0,5830
764100,0,-2,0,5829
764200,0,-1,0,5840
764300,0,-1,0,5836
764400,0,-1,0,5834
764500,0,-1,0,5836
764600,0,-1,0,5834
764700,0,-1,0,5833
764800,0,-5,0,5834
764900,0,-5,0,5836
765000,0,-6,0,5821
765100,0,-6,0,5824
765200,0,-1,0,5860
765300,0,-2,0,5854
765400,0,-1,0,5864
765500,0,-1,0,5858
765600,0,-1,0,5857
765700,0,-1,0,5857
765800,0,-1,0,5860
765900,0,-1,0,5858
766000,0,-1,0,5860
766100,0,0,0,5864
766200,0,0,0,5864
766300,0,0,0,5864
766400,0,0,0,5864
766500,0,-1,0,5864
766600,0,-1,0,5861
766700,0,-1,0,5861
766800,0,-1,0,5862
766900,0,-1,0,5862
767000,0,-1,0,5862
767100,0,-1,0,5864
767200,0,-1,0,5862
767300,0,-1,0,5862
767400,0,-1,0,5862
767500,0,-1,0,5861
767600,0,-1,0,5861
767700,0,-2,0,5861
767800,0,-2,0,5860
767900,0,5,0,5872
768000,0,4,0,5892
768100,0,4,0,5864
768200,0,4,0,5868
768300,0,4,0,5868
768400,0,2,0,5892
768500,0,2,0,5880
768600,0,2,0,5880
768700,0,2,0,5888
768800,0,-8,0,5892
768900,0,-8,0,5876
769000,0,-8,0,5868
769100,0,-8,0,5876
769200,0,-8,0,5868
769300,0,-2,0,5924
769400,0,-4,0,5912
769500,0,-4,0,5908
769600,0,-4,0,5908
769700,0,-4,0,5908
769800,0,-5,0,5908
769900,0,-5,0,5906
770000,0,-5,0,5901
770100,0,-1,0,5936
770200,0,-1,0,5932
770300,0,-1,0,5930
770400,0,-1,0,5930
770500,0,-1,0,5929
770600,0,-1,0,5930
770700,0,-1,0,5930
770800,0,-1,0,5932
770900,0,-1,0,5929
771000,0,0,0,5936
771100,0,0,0,5936
771200,0,0,0,5936
771300,0,0,0,5936
771400,0,0,0,5936
771500,0,0,0,5936
771600,0,0,0,5936
771700,0,0,0,5936
771800,0,0,0,5936
771900,0,0,0,5936
772000,0,2,0,5936
772100,0,2,0,5932
772200,0,2,0,5936
772300,0,2,0,5932
772400,0,2,0,5932
772500,0,2,0,5932
772600,0,2,0,5932
772700,0,2,0,5932
772800,0,2,0,5936
772900,0,2,0,5932
773000,0,2,0,5936
773100,0,2,0,5930
773200,0,2,0,5932
773300,0,2,0,5932
773400,0,2,0,5936
773500,0,3,0,5932
773600,0,3,0,5927
773700,0,3,0,5930
773800,0,4,0,5930
773900,0,4,0,5924
774000,0,5,0,5928
774100,0,5,0,5921
774200,0,5,0,5921
774300,0,5,0,5926
774400,0,5,0,5921
774500,0,6,0,5921
774600,0,6,0,5918
774700,0,6,0,5918
774800,0,6,0,5924
774900,0,6,0,5924
775000,0,5,0,5960
775100,0,5,0,5930
775200,0,5,0,5930
775300,0,5,0,5930
775400,0,5,0,5930
775500,0,5,0,5940
775600,0,5,0,5930
775700,0,5,0,5930
775800,0,5,0,5940
775900,0,5,0,5930
776000,0,5,0,5930
776100,0,5,0,5930
776200,0,5,0,5925
776300,0,5,0,5930
776400,0,5,0,5940
776500,0,5,0,5950
776600,0,5,0,5930
776700,0,5,0,5930
776800,0,5,0,5930
776900,0,5,0,5925
777000,0,6,0,5925
777100,0,-5,0,5964
777200,0,-5,0,5954
777300,0,-4,0,5984
777400,0,-4,0,5956
777500,0,-4,0,5960
777600,0,-4,0,5956
777700,0,-4,0,5960
777800,0,-4,0,5960
777900,0,-4,0,5960
778000,0,-4,0,5960
778100,0,-4,0,5968
778200,0,-4,0,5960
778300,0,-3,0,5984
778400,0,-3,0,5966
778500,0,-3,0,5966
778600,0,-3,0,5966
778700,0,-3,0,5963
778800,0,-4,0,5963
778900,0,-3,0,5988
779000,0,-3,0,5970
779100,0,-3,0,5982
779200,0,-3,0,5970
779300,0,-3,0,5970
779400,0,-3,0,5967
779500,0,-3,0,5970
779600,0,-3,0,5970
779700,0,-2,0,5988
779800,0,-2,0,5976
779900,0,-2,0,5976
780000,0,-2,0,5974
780100,0,-3,0,5976
780200,0,-3,0,5974
780300,0,-3,0,5974
780400,0,-3,0,5974
780500,0,-3,0,5974
780600,0,-3,0,5974
780700,0,-3,0,5974
780800,0,-3,0,5974
780900,0,-3,0,5974
781000,0,-3,0,5980
781100,0,-3,0,5974
781200,0,-3,0,5974
781300,0,-4,0,5974
781400,0,-4,0,5968
781500,0,-4,0,5972
781600,0,-4,0,5972
781700,0,-4,0,5972
781800,0,-4,0,5972
781900,0,-4,0,5972
782000,0,-4,0,5972
782100,0,-4,0,5968
782200,0,-4,0,5972
782300,0,-4,0,5968
782400,0,-4,0,5980
782500,0,-4,0,5968
782600,0,-4,0,5980
782700,0,-4,0,5972
782800,0,-4,0,5968
782900,0,-4,0,5972
783000,0,-4,0,5980
783100,0,-4,0,5968
783200,0,-4,0,5968
783300,0,-4,0,5980
783400,0,-4,0,5968
783500,0,-3,0,5996
783600,0,-3,0,5978
783700,0,-3,0,5984
783800,0,-3,0,5978
783900,0,-3,0,5975
784000,0,-3,0,5978
784100,0,-3,0,5975
784200,0,-3,0,5978
784300,0,-4,0,5978
784400,0,-4,0,5976
784500,0,-4,0,5976
784600,0,-4,0,5976
784700,0,-6,0,5976
784800,0,-6,0,5996
784900,0,-6,0,5972
785000,0,-6,0,5984
785100,0,-6,0,5984
785200,0,-5,0,6008
785300,0,-4,0,6008
785400,0,-4,0,5980
785500,0,-4,0,5984
785600,0,-4,0,5980
785700,0,-4,0,5980
785800,0,-4,0,5984
785900,0,-4,0,5984
786000,0,-4,0,5992
786100,0,-3,0,6008
786200,0,-3,0,5987
786300,0,-3,0,5996
786400,0,-3,0,5987
786500,0,-3,0,5987
786600,0,-3,0,5987
786700,0,-3,0,5996
786800,0,-3,0,5996
786900,0,-3,0,5987
787000,0,3,0,6008
787100,0,3,0,6002
787200,0,3,0,6002
787300,0,4,0,5999
787400,0,4,0,5996
787500,0,4,0,6008
787600,0,4,0,6000
787700,0,3,0,6024
787800,0,3,0,6012
787900,0,2,0,6024
788000,0,2,0,6010
788100,0,2,0,6010
788200,0,2,0,6012
788300,0,2,0,6016
788400,0,-7,0,6024
788500,0,-7,0,6010
788600,0,-7,0,6010
788700,0,-7,0,6024
788800,0,-7,0,6003
788900,0,-7,0,6010
789000,0,-6,0,6052
789100,0,-6,0,6028
789200,0,-6,0,6010
789300,0,-6,0,6010
789400,0,-6,0,6016
789500,0,-6,0,6016
789600,0,-6,0,6016
789700,0,-6,0,6016
789800,0,-6,0,6016
789900,0,-6,0,6010
790000,0,-6,0,6010
790100,0,-6,0,6016
790200,0,-14,0,6010
790300,0,-14,0,5986
790400,0,-14,0,6000
790500,0,-14,0,6028
790600,0,-14,0,6028
790700,0,-14,0,5986
790800,0,-14,0,5986
790900,0,-14,0,5986
791000,0,-14,0,5986
791100,0,-14,0,5986
791200,0,-14,0,6000
791300,0,-14,0,6000
791400,0,-14,0,6000
791500,0,-14,0,6000
791600,0,-14,0,6000
791700,0,-14,0,5986
791800,0,-14,0,6028
791900,0,-14,0,6028
792000,0,-14,0,5986
792100,0,-14,0,6028
792200,0,-15,0,6000
792300,0,-15,0,5983
792400,0,-15,0,5998
792500,0,-18,0,5983
792600,0,-18,0,5992
792700,0,-18,0,6064
792800,0,-18,0,5992
792900,0,-18,0,6028
793000,0,-18,0,5992
793100,0,-18,0,5992
793200,0,-18,0,5992
793300,0,-17,0,6100
793400,0,-17,0,5998
793500,0,-17,0,5998
793600,0,-17,0,5998
793700,0,-18,0,5981
793800,0,-14,0,6104
793900,0,-14,0,6006
794000,0,-14,0,6020
794100,0,-3,0,6104
794200,0,-3,0,6086
794300,0,2,0,6104
794400,0,2,0,6098
794500,0,2,0,6100
794600,0,2,0,6100
794700,0,2,0,6104
794800,0,2,0,6104
794900,0,2,0,6104
795000,0,2,0,6100
795100,0,2,0,6104
795200,0,2,0,6104
795300,0,2,0,6104
795400,0,6,0,6100
795500,0,7,0,6092
795600,0,7,0,6104
795700,0,7,0,6090
795800,0,7,0,6083
795900,0,7,0,6083
796000,0,7,0,6090
796100,0,7,0,6118
796200,0,7,0,6090
796300,0,7,0,6090
796400,0,7,0,6083
796500,0,8,0,6083
796600,0,8,0,6104
796700,0,8,0,6080
796800,0,9,0,6088
796900,0,9,0,6077
797000,0,9,0,6086
797100,0,10,0,6086
797200,0,10,0,6104
797300,0,9,0,6144
797400,0,9,0,6108
797500,0,9,0,6081
797600,0,9,0,6081
797700,0,9,0,6108
797800,0,9,0,6126
797900,0,9,0,6090
798000,0,10,0,6090
798100,0,10,0,6078
798200,0,10,0,6078
798300,0,10,0,6078
798400,0,10,0,6108
798500,0,10,0,6088
798600,0,10,0,6088
798700,0,10,0,6088
798800,0,10,0,6088
798900,0,10,0,6128
799000,0,10,0,6088
799100,0,10,0,6088
799200,0,10,0,6088
799300,0,10,0,6088
799400,0,10,0,6088
799500,0,10,0,6088
799600,0,10,0,6108
799700,0,10,0,6088
799800,0,10,0,6088
799900,0,10,0,6088
800000,0,10,0,6128
800100,0,10,0,6088
800200,0,10,0,6108
800300,0,9,0,6148
800400,0,9,0,6085
800500,0,1,0,6148
800600,0,1,0,6142
800700,0,1,0,6142
800800,0,1,0,6142
800900,0,1,0,6141
801000,0,1,0,6141
801100,0,1,0,6141
801200,0,1,0,6142
801300,0,1,0,6142
801400,0,1,0,6141
801500,0,2,0,6141
801600,0,2,0,6144
801700,0,2,0,6138
801800,0,2,0,6140
801900,0,2,0,6140
802000,0,3,0,6140
802100,0,3,0,6135
802200,0,4,0,6138
802300,0,4,0,6132
802400,0,4,0,6136
802500,0,4,0,6136
802600,0,4,0,6136
802700,0,4,0,6152
802800,0,4,0,6132
802900,0,4,0,6132
803000,0,4,0,6136
803100,0,4,0,6136
803200,0,4,0,6136
803300,0,4,0,6144
803400,0,4,0,6152
803500,0,4,0,6136
803600,0,4,0,6136
803700,0,5,0,6136
803800,0,5,0,6134
803900,0,6,0,6134
804000,0,6,0,6132
804100,0,6,0,6132
804200,0,7,0,6132
804300,0,7,0,6123
804400,0,7,0,6144
804500,0,7,0,6130
804600,0,7,0,6130
804700,0,7,0,6130
804800,0,7,0,6144
804900,0,7,0,6130
805000,0,7,0,6130
805100,0,7,0,6130
805200,0,7,0,6123
805300,0,7,0,6123
805400,0,7,0,6158
805500,0,7,0,6123
805600,0,7,0,6130
805700,0,7,0,6130
805800,0,7,0,6144
805900,0,7,0,6130
806000,0,7,0,6130
806100,0,7,0,6144
806200,0,6,0,6172
806300,0,6,0,6136
806400,0,7,0,6136
806500,0,7,0,6134
806600,0,12,0,6127
806700,0,12,0,6112
806800,0,12,0,6148
806900,0,7,0,6196
807000,0,7,0,6154
807100,0,7,0,6154
807200,0,7,0,6154
807300,0,7,0,6168
807400,0,7,0,6154
807500,0,6,0,6196
807600,0,6,0,6160
807700,0,6,0,6154
807800,0,6,0,6154
807900,0,6,0,6160
808000,0,6,0,6160
808100,0,6,0,6154
808200,0,6,0,6160
808300,0,6,0,6160
808400,0,6,0,6160
808500,0,6,0,6172
808600,0,6,0,6160
808700,0,6,0,6172
808800,0,5,0,6196
808900,0,5,0,6166
809000,0,5,0,6161
809100,0,5,0,6161
809200,0,16,0,6161
809300,0,16,0,6176
809400,0,16,0,6144
809500,0,16,0,6144
809600,0,17,0,6128
809700,0,17,0,6125
809800,0,17,0,6125
809900,0,17,0,6210
810000,0,18,0,6125
810100,0,18,0,6140
810200,0,18,0,6176
810300,0,18,0,6140
810400,0,18,0,6140
810500,0,18,0,6122
810600,0,18,0,6122
810700,0,18,0,6122
810800,0,17,0,6248
810900,0,17,0,6129
811000,0,17,0,6129
811100,0,17,0,6146
811200,0,17,0,6146
811300,0,17,0,6146
811400,0,17,0,6129
811500,0,17,0,6146
811600,0,20,0,6146
811700,0,9,0,6260
811800,0,9,0,6206
811900,0,9,0,6206
812000,0,10,0,6206
812100,0,10,0,6204
812200,0,10,0,6194
812300,0,10,0,6194
812400,0,10,0,6194
812500,0,10,0,6204
812600,0,10,0,6204
812700,0,10,0,6224
812800,0,10,0,6204
812900,0,9,0,6264
813000,0,9,0,6210
813100,0,9,0,6210
813200,0,9,0,6210
813300,0,10,0,6201
813400,0,10,0,6198
813500,0,10,0,6198
813600,0,10,0,6208
813700,0,10,0,6228
813800,0,10,0,6208
813900,0,10,0,6198
814000,0,10,0,6228
814100,0,10,0,6208
814200,0,10,0,6198
814300,0,10,0,6208
814400,0,10,0,6198
814500,0,10,0,6208
814600,0,10,0,6228
814700,0,10,0,6208
814800,0,5,0,6268
814900,0,5,0,6233
815000,0,5,0,6238
815100,0,5,0,6233
815200,0,5,0,6238
815300,0,5,0,6238
815400,0,4,0,6268
815500,0,0,0,6268
815600,0,0,0,6268
815700,0,0,0,6268
815800,0,0,0,6268
815900,0,0,0,6268
816000,0,0,0,6268
816100,0,-1,0,6268
816200,0,-1,0,6266
816300,0,-1,0,6265
816400,0,-1,0,6268
816500,0,-6,0,6266
816600,0,-6,0,6268
816700,0,-6,0,6256
816800,0,-6,0,6256
816900,0,-6,0,6256
817000,0,-6,0,6280
817100,0,-6,0,6268
817200,0,-6,0,6256
817300,0,-6,0,6250
817400,0,-6,0,6256
817500,0,-6,0,6250
817600,0,-6,0,6256
817700,0,-6,0,6280
817800,0,-7,0,6250
817900,0,-7,0,6268
818000,0,-7,0,6254
818100,0,-7,0,6268
818200,0,-8,0,6247
818300,0,-8,0,6252
818400,0,-8,0,6252
818500,0,-8,0,6244
818600,0,-8,0,6244
818700,0,-9,0,6252
818800,0,-9,0,6250
818900,0,-9,0,6241
819000,0,-9,0,6250
819100,0,-9,0,6241
819200,0,-9,0,6268
819300,0,-9,0,6268
819400,0,-9,0,6250
819500,0,-9,0,6250
819600,0,-9,0,6250
819700,0,-9,0,6241
819800,0,-9,0,6241
819900,0,-9,0,6250
820000,0,-9,0,6241
820100,0,-9,0,6250
820200,0,-9,0,6250
820300,0,-9,0,6241
820400,0,-9,0,6250
820500,0,-9,0,6250
820600,0,-9,0,6250
820700,0,-9,0,6268
820800,0,-9,0,6250
820900,0,-9,0,6250
821000,0,-9,0,6241
821100,0,-9,0,6268
821200,0,-9,0,6268
821300,0,-9,0,6250
821400,0,-8,0,6304
821500,0,-8,0,6256
821600,0,-8,0,6272
821700,0,-8,0,6256
821800,0,-7,0,6304
821900,0,-7,0,6255
822000,0,-7,0,6262
822100,0,-7,0,6276
822200,0,-7,0,6255
822300,0,-6,0,6304
822400,0,-6,0,6268
822500,0,-6,0,6280
822600,0,-6,0,6268
822700,0,-6,0,6292
822800,0,-6,0,6262
822900,0,-6,0,6268
823000,0,-6,0,6262
823100,0,-6,0,6268
823200,0,-6,0,6262
823300,0,-6,0,6268
823400,0,-6,0,6268
823500,0,-6,0,6268
823600,0,-6,0,6262
823700,0,-6,0,6262
823800,0,-6,0,6280
823900,0,-6,0,6268
824000,0,-6,0,6268
824100,0,-6,0,6262
824200,0,-6,0,6262
824300,0,-5,0,6304
824400,0,2,0,6304
824500,0,1,0,6312
824600,0,1,0,6305
824700,0,1,0,6308
824800,0,1,0,6308
824900,0,1,0,6305
825000,0,1,0,6306
825100,0,1,0,6306
825200,0,1,0,6305
825300,0,1,0,6306
825400,0,1,0,6305
825500,0,1,0,6306
825600,0,2,0,6306
825700,0,2,0,6304
825800,0,2,0,6304
825900,0,6,0,6304
826000,0,6,0,6296
826100,0,-1,0,6332
826200,0,-1,0,6330
826300,0,-1,0,6330
826400,0,-1,0,6332
826500,0,-1,0,6330
826600,0,-1,0,6329
826700,0,-1,0,6329
826800,0,-1,0,6330
826900,0,-1,0,6330
827000,0,-1,0,6330
827100,0,-1,0,6332
827200,0,-1,0,6332
827300,0,-1,0,6330
827400,0,-1,0,6330
827500,0,-1,0,6332
827600,0,-1,0,6330
827700,0,-1,0,6330
827800,0,-1,0,6330
827900,0,-2,0,6330
828000,0,-2,0,6328
828100,0,-2,0,6326
828200,0,-2,0,6328
828300,0,-2,0,6328
828400,0,-2,0,6328
828500,0,-2,0,6328
828600,0,-2,0,6328
828700,0,-4,0,6328
828800,0,-4,0,6320
828900,0,-4,0,6324
829000,0,-4,0,6324
829100,0,-4,0,6324
829200,0,-4,0,6324
829300,0,-4,0,6324
